Identificador;Categoria {pt-br};Categoria {en-us};SubCategoria {pt-br};SubCategoria {en-us};Agrupador {pt-br};Grouper {en-us};Objeto {pt-br};Object {en-us};Serviço {pt-br};Service {en-us};Complemento {pt-br};Complement {en-us};Descrição {pt-br};Descrição {en-us};Esforço;Atendimento Corporativo;SLA;Grupo solucionador;Comnetários {pt-br};Comentários - {en-us};Quem Solicita - Ninguém;Quem Solicita - Todos;Quem solicita - TI;Quem solicita - Servicedesk;Quem solicita - Governança;Quem solicita - Key user;Quem solicita - DHO;Quem solicita - VSC;Quem solicita - GQ;Aprovação - Líder;Aprovação - Coord Grupo Soluc.;Aprovação - Diretor;Aprovação - Gerente;Aprovação - Gerente TI;Aprovação - Dono;Aprovação - Adicional;TipoServiço;Automatizado;Automatizado - Preparação;Automatizado - complemento
ITSM-CS-0001379;DTI - Business Partner;ITD - Business Partner;F&F;F&F;Business Partner;Business Partner;Distribuidoras F&F;F&F;Visita F&F;F&F visit;Registro de atividades;Activity record;Registro de visita a filial;Registro de visita a filial;1;1;999;ITBP;Registro de visita a filial;Registro de visita a filial;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000099;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Acessos;Access;Manutenção de perfil de acesso;Access Profile Maintenance;Manutenção no perfil de acesso de usuários a um dos ambientes de Produção para realização de testes sejam decorrentes de uma alteração em um processo ou criação de um novo processo ou ainda para conhecimento/estudo de um processo.;Access to the Production environment;1;1;16;SESUITE;Manutenção no perfil de acesso de usuários a um dos ambientes de Produção para realização de testes sejam decorrentes de uma alteração em um processo ou criação de um novo processo ou ainda para conhecimento/estudo de um processo.;Maintenance of the user`s access profile to one of the Production environments for carrying out tests, whether due to a change in a process or the creation of a new process or to the knowledge / study of a process.;0,00;;1;;;1;;;;1;;;;;1;;Solicitação1;;;
ITSM-CS-0000100;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Acessos;Access;Acesso ao ambiente de testes do sistema - DEV;Access to the test environment - DEV;Manutenção no perfil de acesso de usuários a um dos ambientes de teste DEV para realização de testes sejam decorrentes de uma alteração em um processo ou criação de um novo processo ou ainda para conhecimento/estudo de um processo.;Access to the test environment - DEV;1;1;16;SESUITE;Descreva os acessos necessários listando os processos e/ou categorias de documento e os perfis desejados.;Describe the needed access. Please, enumerate the process and/ou document categories and the profiles you need.;0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0000101;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Acessos;Access;Acesso ao ambiente de testes do sistema - QAS;Access to the test environment - QAS;Manutenção no perfil de acesso de usuários a um dos ambientes de teste QAS para realização de testes sejam decorrentes de uma alteração em um processo ou criação de um novo processo ou ainda para conhecimento/estudo de um processo.;Access to the test environment - QAS;1;1;16;SESUITE;Descreva os acessos necessários listando os processos e/ou categorias de documento e os perfis desejados.;Describe the needed access. Please, enumerate the process and/ou document categories and the profiles you need.;0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0000102;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Atividades TI;IT Activities;Atividades diárias;Daily activities;Registro de atividades diárias do analista que não chegam via um chamado aberto pelo usuário. Podem ser atividades decorrentes de uma observação/análise dele próprio ou de um colega que gere a necessidade de uma ação que será registrada com esse tipo.;Daily activities;1;1;999;SESUITE;Registro de atividades diárias do analista que não chegam via um chamado aberto pelo usuário. Podem ser atividades decorrentes de uma observação/análise dele próprio ou de um colega que gere a necessidade de uma ação que será registrada com esse tipo.;Daily activities;1,00;;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000103;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Falha / Erro;Falha / Erro;Sistema Com Erro / Falha;Sistema Com Erro / Falha;Descreva o ajuste desejado;Describe the desired adjustment;1;1;10;SESUITE;A necessidade de alterar um processo existente deve iniciar com uma solicitação de alteração para que seja avaliada tecnicamente. Muitas vezes a alteração deve ocorrer apenas no procedimento e não no processo.;System Correction;0,00;;1;;;1;;;;1;1;;;;1;;Incidente;;;
ITSM-CS-0000104;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Suporte técnico;Support;Levantamento de informações - Listas diversas;Data collection - General lists;Levantamento de quaisquer tipo de informações como uma lista de planos de ação, uma lista de categorias, etc..;Data collection - General lists;1;1;16;SESUITE;Levantamento de quaisquer tipo de informações como uma lista de planos de ação, uma lista de categorias, etc..;Data collection - General lists;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000105;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Melhorias;Change;Melhorias no sistema;System Improvement;Descreva a melhoria desejada;Describe the desired improvement;1;1;32;SESUITE;"Ferramenta: Se Suite
Componente:
Processo/Categoria:
Descrição:";"Tool: Se Suite
Component:
Process/Category:
Description:";0,00;;1;;;1;;;;1;1;;;;1;;Solicitação1;;;
ITSM-CS-0000106;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Solicitação de Acessos;Access Request;Manutenção de Perfil do usuário - Equipes de atividade;User profile maintenance - Activity teams;Inclusão e exclusão de usuários de uma determinada equipoe que seja de atividades como Aprovação de documentos, Roteiros responsáveis, Distribuição de cópias de documentos, etc..;User profile maintenance - Activity teams;1;1;16;SESUITE;Inclusão e exclusão de usuários de uma determinada equipoe que seja de atividades como Aprovação de documentos, Roteiros responsáveis, Distribuição de cópias de documentos, etc..;User profile maintenance - Activity teams;0,00;;1;;;1;;;;;;;;;1;;Solicitação1;;;
ITSM-CS-0000107;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Projeto;Project;NA;NA;Projeto;Project;1;1;999;COORDDEV;A necessidade de criação de um novo processo deve iniciar com esse chamado para que seja avaliado e, posteriormente, entre na fila de Manutenções ou Projetos.;System Project;0,00;;1;;;;;;;;1;;;;;;Projeto;;;
ITSM-CS-0000108;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Reunião;Meeting;NA;NA;As reuniões solicitadas que não são parte de um chamado que esteja em andamento são registradas com ese chamado.;Meeting;1;1;999;SESUITE;As reuniões solicitadas que não são parte de um chamado que esteja em andamento são registradas com ese chamado.;Meeting;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000109;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Dúvidas / Ajuda;Questions / Help;Dúvidas / Ajuda;Questions / Help;Todo tipo de solicitação de ajuda técnica.;Questions / Help;1;1;16;SESUITE;Todo tipo de solicitação de ajuda técnica.;Questions / Help;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000110;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Transferência de Tarefas;Support;Transferência de tarefas - Ausência;Task transfer - Absence;Transferências de tarefas de um usuário para outro por sua ausência temporária ou permanente.;Transferências de tarefas de um usuário para outro por sua ausência temporária ou permanente.;1;1;16;SESUITE;"Transferências de tarefas de um usuário para outro por sua ausência temporária ou permanente.
De (login): 
Para (login): 
Período da transferência (de/até):";"Task transfering from a user to another due a temporary or permanent user absense.
From (login): 
To (login): 
Transfer period (from/until):";0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0000111;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Transferência de Tarefas;Task Transfer;Transferência de tarefas - Transferência;Task transfer - Transfer;Transferências de tarefas de um usuário para outro por um motivo qualquer que não seja sua ausência temporária ou permanente.;Transferências de tarefas de um usuário para outro por um motivo qualquer que não seja sua ausência temporária ou permanente.;1;1;16;SESUITE;"Transferências de tarefas de um usuário para outro por um motivo qualquer que não seja sua ausência temporária ou permanente.
De (login): 
Para (login): 
Quais tarefas (tipo):";"Task transfering from a user to another not due a temporary or permanent user absense.
From (login): 
To (login): 
Which tasks (type):";0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0000112;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Treinamento;Trainning;NA;NA;Solicitações de quaisquer tipos de treinamento técnico.;Solicitações de quaisquer tipos de treinamento técnico.;1;1;999;SESUITE;Solicitações de quaisquer tipos de treinamento técnico.;Solicitações de quaisquer tipos de treinamento técnico.;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000113;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;SE Suite;SE Suite;Atividades TI;IT Activities;Atividades coordenação;Coordinator activities;Registro de atividades diárias do analista que não chegam via um chamado aberto pelo usuário. Podem ser atividades decorrentes de uma observação/análise dele próprio ou de um colega que gere a necessidade de uma ação que será registrada com esse tipo.;Daily activities;1;1;999;COORDDEV;Registro de atividades diárias do analista que não chegam via um chamado aberto pelo usuário. Podem ser atividades decorrentes de uma observação/análise dele próprio ou de um colega que gere a necessidade de uma ação que será registrada com esse tipo.;Daily activities;1,00;;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000445;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Reunião;Meeting;NA;NA;Reunião;Meeting;1;1;999;WEBAPP;Reunião;Meeting;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000446;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Treinamento Interno TI;IT Internal Trainning;NA;NA;Treinamento Interno TI;IT Internal Trainning;1;1;999;WEBAPP;Treinamento Interno TI;IT Internal Trainning;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000447;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Correção;Correction;NA;NA;Descreva o ajuste desejado;Describe the desired adjustment;1;1;32;WEBAPP;Informar para qual aplicação precisa atendimento(Cubo,Red,Sig,Sisac,Launchpad,Tracking, Validador,Web Engenharia e etc);Fixes in the APP`s;0,00;1;;;;;;;;1;1;;;;;;Incidente;;;
ITSM-CS-0000448;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Implantação;Deployment;NA;NA;Informe o nome do sistema, da aplicação, objetos, origem e destino.;Inform the names of system, application, objects, origin and destiny;1;1;16;WEBAPP;"Informar o nome da aplicação, diretório em produção, data prevista para implantação.
Nome da Aplicação:
Diretório em produção:
Data prevista para implantação:";"Inform the name of the application, directory in production and expected date for implementation.
Application Name:
Production directory:
Expected date for implementation:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000449;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Melhorias;Change;NA;NA;Descreva a melhoria desejada;Describe the desired improvement;1;1;999;WEBAPP;"Informar para qual aplicação precisa atendimento(Cubo,Red,Sig,Sisac,Launchpad,Tracking, Validador,Web Engenharia e etc)

Aplicação:
Descrição:";Changes in the APP`s;0,00;1;;;;;;;;;1;;1;;;;Solicitação1;;;
ITSM-CS-0000450;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Projeto;Project;NA;NA;Projeto;Project;1;1;999;COORDDEV;Informar para qual aplicação precisa atendimento(Cubo,Red,Sig,Sisac,Launchpad,Tracking, Validador,Web Engenharia e etc);Project;0,00;;1;;;;;;;;;;;;;;Projeto;;;
ITSM-CS-0000451;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Desenvolvimento de Sistemas e Inovação;Development System and Innovation;Sistemas;System;WEB/Mobile;WEB/Mobile;Suporte técnico;Support;Dúvidas / Ajuda;Questions / Help;Dúvidas / Ajuda;Questions / Help;1;1;16;WEBAPP;Informar detalhadamente a dúvida ou dificuldade que está tendo e qual sistemas está sendo utilizado.;Inform in detail the doubt or difficulty you are having and which systems are being used.;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000452;DTI - DEV, BI e Inovação;ITD - DEV, BI and Innovation;Business Intelligence;Business Intelligence;Sistemas;System;UQ ANALYTICS;UQ ANALYTICS;Solicitação de Acessos;Access Request;Usuário;User;"Informar Tipo de Acesso: (   ) Incluir     (   ) Modificar     (    ) Excluir
Espaço: 
Usuário:
Restrição de acesso:

Por favor, fazer acesso inicial ao sistema pelo link abaixo, utilizando e-mail corporativo como usuário e a mesma senha de rede.

https://uqanalytics.uniaoquimica.com.br";"Enter Access Type: ( ) Include ( ) Modify ( ) Exclude
Space:
User:
Access restriction:

Please initially access the system via the link below, using your corporate email as username and the same network password.

https://uqanalytics.uniaoquimica.com.br";1;1;16;BI;"Informar Tipo de Acesso: (   ) Incluir     (   ) Modificar     (    ) Excluir
Espaço: 
Usuário:
Restrição de acesso:

Por favor, fazer acesso inicial ao sistema pelo link abaixo, utilizando e-mail corporativo como usuário e a mesma senha de rede.

https://uqanalytics.uniaoquimica.com.br";"Enter Access Type: ( ) Include ( ) Modify ( ) Exclude
Space:
User:
Access restriction:

Please initially access the system via the link below, using your corporate email as username and the same network password.

https://uqanalytics.uniaoquimica.com.br";0,00;1;;;;;;;;;1;;1;;;;Solicitação1;;;
